,TAX CLASS AT PRESENT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT PRESENT,ZIP CODE,TOTAL UNITS,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,SALE PRICE,NEIGHBORHOOD
0,1,1,A4,10009,1,1,0,1883,5200,6500000,ALPHABET CITY            
2,1,1,C0,10009,3,3,0,2381,3084,2900000,ALPHABET CITY            
3,1,1,C0,10009,3,3,0,2381,3084,2900000,ALPHABET CITY            
5,2A,2,C3,10009,4,4,0,2084,2917,3100000,ALPHABET CITY            
6,2,2,C4,10009,29,26,3,3772,16679,14550000,ALPHABET CITY            
9,2A,2,C2,10009,5,5,0,2169,3728,800000,ALPHABET CITY            
10,2A,2,C3,10009,4,4,0,2413,3155,4300000,ALPHABET CITY            
11,2,2,C7,10009,22,20,2,3481,14588,10500000,ALPHABET CITY            
12,2,2,C7,10009,17,14,3,2623,8385,5700000,ALPHABET CITY            
15,2,2,C4,10009,35,34,1,2404,33130,800265,ALPHABET CITY            
17,2,2,C1,10009,13,13,0,2382,15089,8571429,ALPHABET CITY            
18,2,2,C7,10009,18,17,1,1909,8441,1373501,ALPHABET CITY            
21,2,2,C4,10009,16,16,0,2472,14976,7400000,ALPHABET CITY            
22,2,2,C7,10009,17,15,2,2581,7246,6950000,ALPHABET CITY            
23,2,2,D7,10009,45,41,4,6412,24534,18330000,ALPHABET CITY            
24,2,2,D9,10009,93,93,0,62591,127950,92228571,ALPHABET CITY            
26,2,2,D7,10009,50,48,2,10513,43520,31500000,ALPHABET CITY            
43,2,2,C6,10009,18,18,0,2306,9379,3312459,ALPHABET CITY            
77,2,2,C6,10009,48,48,0,5160,23172,339000,ALPHABET CITY            
131,4,4,E9,10009,1,0,1,2366,2250,4700000,ALPHABET CITY            
134,1,1,A4,10011,1,1,0,1533,4151,7732344,CHELSEA                  
137,1,1,A4,10011,1,1,0,1588,5653,9500000,CHELSEA                  
139,1,1,B3,10011,2,2,0,2700,4562,7425000,CHELSEA                  
140,1,1,S2,10011,3,2,1,2300,7500,9350000,CHELSEA                  
142,1,1,B9,10011,2,2,0,1393,2340,7000000,CHELSEA                  
143,1,1,S2,10011,3,2,1,2581,4907,6200000,CHELSEA                  
144,1,1,C0,10011,3,3,0,1533,3392,332500,CHELSEA                  
145,1,1,A4,10001,1,1,0,1778,5334,8500000,CHELSEA                  
147,2,2,C7,10011,17,16,1,2001,8625,16150000,CHELSEA                  
148,2,2,C7,10011,16,15,1,2001,8625,19350000,CHELSEA                  
150,2A,2,C2,10011,5,5,0,1026,3920,5550000,CHELSEA                  
151,2,2,C5,10011,22,22,0,2050,7980,8500000,CHELSEA                  
154,1,2,A4,10011,1,1,0,1580,4019,16000000,CHELSEA                  
155,2B,2,C1,10011,7,7,0,1547,4150,4887500,CHELSEA                  
158,2,2,C5,10011,33,29,4,8150,20161,105000000,CHELSEA                  
160,2,2,C1,10011,18,18,0,2300,9864,10000000,CHELSEA                  
161,2A,2,C2,10011,5,5,0,1041,4400,6150000,CHELSEA                  
164,2,2,C5,10011,33,33,0,2300,5238,4900000,CHELSEA                  
165,2,2,C4,10011,19,19,0,2300,7500,13350000,CHELSEA                  
169,2A,2,C3,10011,4,4,0,2057,3042,10,CHELSEA                  
174,2,2,C5,10011,17,16,1,3000,7970,3000000,CHELSEA                  
175,2,2,C4,10011,24,22,2,2581,13056,13000000,CHELSEA                  
177,2A,2,C3,10011,4,4,0,1320,5720,7050000,CHELSEA                  
178,2,2,C4,10001,17,17,0,3019,11660,21472000,CHELSEA                  
185,2,2,D8,10001,31,28,3,7281,34345,37570000,CHELSEA                  
186,2,2,D8,10001,31,28,3,7281,34345,6630000,CHELSEA                  
188,2,2,D1,10011,36,36,0,6750,26800,21750000,CHELSEA                  
192,2,2,D6,10011,44,43,1,9200,39504,41500000,CHELSEA                  
212,2C,2,C6,10001,4,4,0,1975,3432,4695000,CHELSEA                  
445,2,2,D0,10001,20,18,2,4631,28250,30500000,CHELSEA                  
570,2,2,RR,10011,53,53,0,13800,54856,2450000,CHELSEA                  
804,2A,2,S4,10011,5,4,1,1200,2500,7000000,CHELSEA                  
911,4,4,O9,10011,9,0,9,4707,27456,44400000,CHELSEA                  
912,4,4,O9,10011,5,0,5,4556,21800,18250000,CHELSEA                  
913,4,4,O9,10011,1,0,1,17790,108768,335000000,CHELSEA                  
916,4,4,O2,10001,14,0,14,8305,108000,82500000,CHELSEA                  
917,4,4,K4,10011,2,0,2,23000,46000,205000000,CHELSEA                  
919,4,4,K1,10011,1,0,1,4600,4600,20213107,CHELSEA                  
920,4,4,K1,10011,1,0,1,5425,5425,45000000,CHELSEA                  
921,4,4,K2,10001,3,0,3,19750,19678,24726000,CHELSEA                  
922,4,4,K1,10011,1,0,1,17438,17342,47604492,CHELSEA                  
928,4,4,L9,10011,2,1,1,4337,18591,28500000,CHELSEA                  
929,4,4,L8,10011,4,3,1,2468,7080,4050000,CHELSEA                  
931,4,4,H3,10011,1,0,1,2469,11164,11300000,CHELSEA                  
941,4,4,G9,10011,1,0,1,19750,88030,11502000,CHELSEA                  
945,4,4,J5,10011,3,1,2,1851,5206,10000000,CHELSEA                  
946,4,4,P7,10011,1,0,1,5296,39936,57000000,CHELSEA                  
975,2,2,C7,10013,14,11,3,2380,7946,6700000,CHINATOWN                
976,2,2,C7,10013,31,16,15,2354,10700,6700000,CHINATOWN                
977,2,2,C7,10013,19,18,1,2500,9125,3712500,CHINATOWN                
978,2B,2,C4,10013,9,8,1,2508,6446,5600000,CHINATOWN                
979,2,2,C7,10013,19,18,1,2500,8725,5400000,CHINATOWN                
981,2,2,C7,10013,24,22,2,2371,7464,4650000,CHINATOWN                
983,2,2,C7,10013,21,20,1,2529,10670,6500000,CHINATOWN                
984,2,2,C7,10002,22,20,2,2514,9480,8000000,CHINATOWN                
985,2,2,C7,10038,16,15,1,2367,8875,8800000,CHINATOWN                
987,2,2,C7,10002,23,22,1,2188,9766,7100000,CHINATOWN                
1109,2B,2,S5,10013,7,6,1,2500,8985,6500000,CHINATOWN                
1112,4,4,O5,10013,2,0,2,2440,7665,4300000,CHINATOWN                
1113,4,4,K2,10013,2,0,2,898,1500,1000000,CHINATOWN                
1116,4,4,G1,10013,1,0,1,9666,28875,24000000,CHINATOWN                
1117,4,4,G2,10002,1,0,1,9825,1810,18750000,CHINATOWN                
1206,2,2,D5,10007,115,114,1,9936,138600,65694524,CIVIC CENTER             
1207,2,2,D5,10007,395,390,5,21826,620552,262778096,CIVIC CENTER             
1307,4,4,K9,10007,60,10,50,10950,41421,50000000,CIVIC CENTER             
1308,4,4,K1,10007,4,0,4,1963,1963,17000000,CIVIC CENTER             
1309,4,4,K4,10013,2,0,2,5819,15000,27636670,CIVIC CENTER             
1310,4,4,K4,10013,2,0,2,5137,15000,37018593,CIVIC CENTER             
1311,4,4,K4,10013,5,0,5,4567,14445,21000000,CIVIC CENTER             
1325,1,1,C0,10019,3,3,0,2092,4240,3500000,CLINTON                  
1326,2,2,C4,10036,13,13,0,2510,6640,10650000,CLINTON                  
1327,2B,2,C7,10036,9,7,2,2510,5990,6425000,CLINTON                  
1329,2B,2,C7,10036,9,8,1,1725,7060,7000000,CLINTON                  
1330,2B,2,C7,10036,9,8,1,1725,6950,7000000,CLINTON                  
1331,2,2,C1,10036,18,18,0,2410,9566,5750000,CLINTON                  
1332,2B,2,C7,10036,9,8,1,1410,5362,7000000,CLINTON                  
1333,2B,2,C7,10036,8,7,1,1883,5939,4200000,CLINTON                  
1334,2B,2,C4,10019,10,10,0,2510,8800,10000000,CLINTON                  
1336,2A,2,C2,10019,5,5,0,2092,4428,4150000,CLINTON                  
1337,2A,2,C2,10019,5,5,0,2092,4120,4150000,CLINTON                  
1338,2,2,C1,10036,20,20,0,2500,10120,550000,CLINTON                  
1344,2,2,D6,10036,120,114,6,9875,64662,27816750,CLINTON                  
1345,2,2,D1,10019,53,53,0,7515,32665,3933150,CLINTON                  
1348,2,2,D7,10019,41,38,3,7540,37000,32300000,CLINTON                  
1650,4,4,O9,10019,2,0,2,5021,11042,12750000,CLINTON                  
1653,4,4,H3,10036,1,0,1,10042,61700,16500000,CLINTON                  
1655,4,4,G8,10018,1,0,1,105050,162307,115000000,CLINTON                  
1656,4,4,G4,10019,1,0,1,4014,1280,10937422,CLINTON                  
1657,4,4,G9,10036,1,0,1,4375,4375,5202762,CLINTON                  
1659,4,4,G9,10019,1,0,1,2510,2500,5500000,CLINTON                  
1661,4,4,G8,10019,2,0,2,45187,387619,255500000,CLINTON                  
1662,4,4,E9,10019,2,0,2,6025,28625,15000000,CLINTON                  
1664,4,4,E1,10036,2,0,2,5021,24105,11250000,CLINTON                  
1667,4,4,W1,10036,1,0,1,7213,29750,4000000,CLINTON                  
1668,4,4,Z9,10019,3,0,3,17171,6337,1,CLINTON                  
1669,4,4,Z9,10019,3,0,3,17171,6337,1,CLINTON                  
1681,1,1,S2,10009,3,2,1,2504,3959,4750000,EAST VILLAGE             
1682,1,1,B9,10003,2,2,0,972,3440,7606000,EAST VILLAGE             
1683,2A,2,C4,10009,4,4,0,2116,3900,5000000,EAST VILLAGE             
1684,2,2,C7,10009,18,16,2,2271,8236,7088908,EAST VILLAGE             
1685,2,2,C7,10009,30,27,3,4095,16392,21900000,EAST VILLAGE             
1686,2B,2,C4,10009,7,7,0,2306,4578,5950000,EAST VILLAGE             
1687,2B,2,C4,10009,9,5,4,3384,9384,9937500,EAST VILLAGE             
1690,2,2,C1,10009,20,20,0,2504,9135,13603448,EAST VILLAGE             
1692,2,2,C4,10009,15,15,0,2504,10710,6100000,EAST VILLAGE             
1695,2,2,C7,10003,18,17,1,2425,7250,28100000,EAST VILLAGE             
1699,2,2,C1,10003,20,20,0,2499,9425,9900000,EAST VILLAGE             
1700,2B,2,C7,10003,10,8,2,1557,6226,5500000,EAST VILLAGE             
1702,2,2,C7,10003,31,24,7,4696,18570,18500000,EAST VILLAGE             
1704,2B,2,C7,10003,10,8,2,1854,8075,6525000,EAST VILLAGE             
1708,2,2,C1,10003,19,19,0,2550,5332,6500000,EAST VILLAGE             
1710,2,2,C5,10003,20,20,0,3400,7480,8550000,EAST VILLAGE             
1713,2B,2,C7,10003,9,8,1,2750,8975,7875000,EAST VILLAGE             
1715,2,2,D6,10003,11,10,1,2282,13416,29000000,EAST VILLAGE             
1857,2A,2,S4,10009,5,4,1,2271,6288,669000,EAST VILLAGE             
1858,2B,2,S5,10003,7,6,1,2485,8963,1250000,EAST VILLAGE             
1898,4,4,K4,10009,4,2,2,2287,7748,9650000,EAST VILLAGE             
1900,4,4,G9,10009,1,0,1,2504,7500,4750000,EAST VILLAGE             
1910,2,2,D7,10001,20,14,6,2975,13875,25500000,FASHION                  
1993,2A,2,S3,10018,4,3,1,1115,3689,4150000,FASHION                  
2006,4,4,O3,10001,51,0,51,21725,338962,244000000,FASHION                  
2008,4,4,O9,10018,6,0,6,24687,48439,28037500,FASHION                  
2009,4,4,O9,10018,6,0,6,24687,48439,28037500,FASHION                  
2010,4,4,O9,10018,6,0,6,24687,48439,56075000,FASHION                  
2011,4,4,O9,10001,5,0,5,2470,13332,15250000,FASHION                  
2013,4,4,O2,10001,35,0,35,9875,145372,80180000,FASHION                  
2016,4,4,O3,10018,140,0,140,17214,235450,182000000,FASHION                  
2019,4,4,O9,10018,11,0,11,3105,20500,38900000,FASHION                  
2020,4,4,O3,10018,53,0,53,17725,464951,310000000,FASHION                  
2022,4,4,O3,10001,14,0,14,28710,362191,365000000,FASHION                  
2024,4,4,O2,10018,20,0,20,4938,60000,36350000,FASHION                  
2025,4,4,O2,10018,12,0,12,5184,74020,82000000,FASHION                  
2026,4,4,K4,10001,3,1,2,2469,5169,9000000,FASHION                  
2027,4,4,K1,10018,1,0,1,3950,3752,30000000,FASHION                  
2028,4,4,K9,10018,4,0,4,2472,4800,16300615,FASHION                  
2030,4,4,K4,10001,2,0,2,2559,12051,20000000,FASHION                  
2031,4,4,K4,10001,2,0,2,2562,8040,16000000,FASHION                  
2032,4,4,K9,10001,32,0,32,12220,20164,4000000,FASHION                  
2034,4,4,K2,10001,3,0,3,1960,2935,18800000,FASHION                  
2038,4,4,K1,10001,2,0,2,2452,2469,1522000,FASHION                  
2039,4,4,K9,10001,1,0,1,19931,77760,355000000,FASHION                  
2040,4,4,K2,10001,2,0,2,1380,2760,14000000,FASHION                  
2041,4,4,K2,10018,3,0,3,2286,6049,18000000,FASHION                  
2043,4,4,K4,10001,4,0,4,1942,9000,17350000,FASHION                  
2047,4,4,L1,10018,12,0,12,4937,55473,22500000,FASHION                  
2049,4,4,L8,10001,6,0,6,2469,10595,13600000,FASHION                  
2051,4,4,H3,10001,239,0,239,7406,120639,69628100,FASHION                  
2052,4,4,H3,10001,239,0,239,7406,120639,27060000,FASHION                  
2053,4,4,HR,10001,2,0,2,2541,10297,7000000,FASHION                  
2054,4,4,H3,10001,2,0,2,4906,37213,40930000,FASHION                  
2055,4,4,H3,10001,3,0,3,5925,55498,49340000,FASHION                  
2056,4,4,H3,10018,1,0,1,4444,51157,63338493,FASHION                  
2058,4,4,G1,10001,1,0,1,11525,63135,100000000,FASHION                  
2064,4,4,W6,10018,1,0,1,12344,58644,50750000,FASHION                  
2080,2,2,D8,10006,61,60,1,6085,57941,52850000,FINANCIAL                
2081,2,2,D2,10038,25,24,1,7618,52005,20000000,FINANCIAL                
2083,2,2,D8,10038,114,111,3,10060,107243,85300000,FINANCIAL                
2573,2A,2,S4,10004,5,4,1,1839,7336,1325000,FINANCIAL                
2574,2A,2,S9,10004,6,4,2,1844,8115,10000000,FINANCIAL                
2575,2A,2,S4,10038,5,4,1,1163,5800,5800000,FINANCIAL                
2584,4,4,O3,10004,22,0,22,13135,361710,173000000,FINANCIAL                
2585,4,4,O3,10006,16,0,16,16716,335184,45315974,FINANCIAL                
2589,4,4,O3,10006,16,0,16,16716,335184,10885417,FINANCIAL                
2591,4,4,O4,10004,1,0,1,42178,1165659,585000000,FINANCIAL                
2593,4,4,O3,10005,36,0,36,4319,91358,46000000,FINANCIAL                
2594,4,4,O4,10005,6,0,6,42176,973587,197500000,FINANCIAL                
2595,4,4,O4,10005,12,0,12,46799,1079361,470000000,FINANCIAL                
2596,4,4,O3,10038,52,0,52,20684,527605,5800699,FINANCIAL                
2597,4,4,O3,10038,52,0,52,20684,527605,10515194,FINANCIAL                
2598,4,4,O3,10038,52,0,52,20684,527605,70802332,FINANCIAL                
2608,4,4,O1,10038,2,0,2,8149,47713,100000000,FINANCIAL                
2609,4,4,O3,10038,56,0,56,21242,493039,253000000,FINANCIAL                
2612,4,4,K4,10006,7,6,1,2287,8500,6598312,FINANCIAL                
2613,4,4,K4,10038,2,1,1,2608,7824,9000000,FINANCIAL                
2614,4,4,K4,10038,5,4,1,2000,10490,12000000,FINANCIAL                
2615,4,4,K4,10038,8,4,4,2058,7800,6400000,FINANCIAL                
2616,4,4,L2,10038,2,0,2,6552,58500,24000000,FINANCIAL                
2661,2B,2,C5,10011,7,7,0,3066,5625,6500000,FLATIRON                 
2663,2,2,D7,10010,25,24,1,2375,13065,24726000,FLATIRON                 
2664,2,2,D9,10010,32,32,0,2469,14217,13400000,FLATIRON                 
3078,4,4,O9,10011,5,1,4,2326,8500,8500000,FLATIRON                 
3079,4,4,O9,10010,18,0,18,9875,94075,92500000,FLATIRON                 
3081,4,4,O9,10010,28,0,28,9875,103753,103800000,FLATIRON                 
3083,4,4,O3,10010,1,0,1,8180,165401,260000000,FLATIRON                 
3084,4,4,O3,10016,53,0,53,10350,232133,201500000,FLATIRON                 
3085,4,4,K1,10010,1,0,1,2472,2454,6000000,FLATIRON                 
3086,4,4,K4,10010,7,0,7,2373,8344,9500000,FLATIRON                 
3087,4,4,L2,10011,7,0,7,2622,24684,20000000,FLATIRON                 
3088,4,4,L3,10011,9,0,9,4674,43307,3920000,FLATIRON                 
3090,4,4,L2,10010,13,0,13,10221,104630,106200000,FLATIRON                 
3091,4,4,L8,10001,6,0,6,1664,6285,8900000,FLATIRON                 
3092,4,4,L8,10001,1,0,1,2817,11352,22100000,FLATIRON                 
3093,4,4,L8,10001,6,0,6,2472,8936,6298500,FLATIRON                 
3094,4,4,L8,10001,7,0,7,2472,9104,6451500,FLATIRON                 
3095,4,4,L8,10003,6,4,2,1788,10998,13250000,FLATIRON                 
3098,4,4,H1,10010,1,0,1,6361,252109,336744890,FLATIRON                 
3100,4,4,H3,10011,5,3,2,1564,7200,5500000,FLATIRON                 
3101,4,4,H3,10010,1,0,1,2472,8888,6181500,FLATIRON                 
3104,4,4,H3,10003,2,0,2,4250,18103,26500000,FLATIRON                 
3117,1,1,S2,10010,3,2,1,1310,3144,15650000,GRAMERCY                 
3118,1,1,C0,10003,3,3,0,1170,3192,5800000,GRAMERCY                 
3119,2,2,C7,10010,12,8,4,2452,12160,8437500,GRAMERCY                 
3121,2,2,C7,10016,11,10,1,2670,9073,8000000,GRAMERCY                 
3122,2,2,C7,10016,18,16,2,2856,12511,8000000,GRAMERCY                 
3123,2,2,C7,10016,24,22,2,2755,12546,13000000,GRAMERCY                 
3125,2B,2,C7,10016,10,9,1,2763,11356,8500000,GRAMERCY                 
3126,2B,2,C7,10016,8,7,1,2140,4710,17000000,GRAMERCY                 
3132,2,2,C5,10016,20,20,0,2469,9685,8000000,GRAMERCY                 
3133,2,2,C7,10016,31,28,3,3703,17569,13000000,GRAMERCY                 
3134,2,2,D1,10010,43,43,0,6024,26142,25053000,GRAMERCY                 
3640,2B,2,S9,10010,7,5,2,1531,6124,6250000,GRAMERCY                 
3641,2A,2,S4,10016,5,4,1,1975,4660,4400000,GRAMERCY                 
3643,2A,2,S9,10003,4,2,2,1027,4108,10000000,GRAMERCY                 
3644,2B,2,S9,10003,8,6,2,2730,8663,10875000,GRAMERCY                 
3673,4,4,O1,10010,2,0,2,11599,106453,128000000,GRAMERCY                 
3674,4,4,O9,10010,1,0,1,19750,75500,8437500,GRAMERCY                 
3675,4,4,O9,10010,1,0,1,19750,75500,135000000,GRAMERCY                 
3676,4,4,O2,10010,25,0,25,14250,356330,353851113,GRAMERCY                 
3677,4,4,O7,10010,2,1,1,4540,6103,21000000,GRAMERCY                 
3678,4,4,O9,10010,5,0,5,2500,7000,14000000,GRAMERCY                 
3681,4,4,K2,10016,4,0,4,2765,10356,12100000,GRAMERCY                 
3682,4,4,K4,10010,4,0,4,2175,5990,9000000,GRAMERCY                 
3684,4,4,L1,10010,6,0,6,3216,37025,39500000,GRAMERCY                 
3685,4,4,L1,10010,12,0,12,4115,47490,36500000,GRAMERCY                 
3686,4,4,G1,10003,1,0,1,6660,50174,35000000,GRAMERCY                 
3687,4,4,M9,10010,1,0,1,5600,33600,50000000,GRAMERCY                 
3693,1,1,A9,10012,1,1,0,1000,2380,5676000,GREENWICH VILLAGE-CENTRAL
3697,1,1,A9,10003,1,1,0,1420,2960,6670000,GREENWICH VILLAGE-CENTRAL
3698,1,1,A9,10003,1,1,0,2307,5178,18250000,GREENWICH VILLAGE-CENTRAL
3699,1,1,A4,10011,1,1,0,2085,3696,11500000,GREENWICH VILLAGE-CENTRAL
3700,1,1,A4,10011,1,1,0,2021,5040,12000000,GREENWICH VILLAGE-CENTRAL
3702,1,1,A4,10011,1,1,0,983,2184,5500000,GREENWICH VILLAGE-CENTRAL
3703,1,1,A4,10011,1,1,0,1024,2070,4975000,GREENWICH VILLAGE-CENTRAL
3704,1,1,B3,10012,2,2,0,1223,2100,1500000,GREENWICH VILLAGE-CENTRAL
3705,1,1,B3,10012,2,2,0,988,1824,1250000,GREENWICH VILLAGE-CENTRAL
3706,1,1,B2,10011,2,2,0,1976,3120,9040000,GREENWICH VILLAGE-CENTRAL
3708,1,1,C0,10011,3,3,0,2056,5100,9725000,GREENWICH VILLAGE-CENTRAL
3711,2B,2,C4,10012,9,9,0,1050,4539,6000000,GREENWICH VILLAGE-CENTRAL
3713,2,2,C4,10012,15,14,1,1940,7310,11623391,GREENWICH VILLAGE-CENTRAL
3714,2B,2,C1,10011,8,8,0,2144,6542,8250000,GREENWICH VILLAGE-CENTRAL
3715,2,2,C5,10003,11,10,1,2120,7477,10100000,GREENWICH VILLAGE-CENTRAL
3716,2,2,C7,10003,12,7,5,3335,10024,22000000,GREENWICH VILLAGE-CENTRAL
3717,2B,2,C7,10003,9,8,1,2581,11201,29500000,GREENWICH VILLAGE-CENTRAL
3720,2,2,C7,10011,16,15,1,2348,9325,6600000,GREENWICH VILLAGE-CENTRAL
3722,2B,2,C1,10011,8,8,0,1968,5844,14000000,GREENWICH VILLAGE-CENTRAL
3723,2B,2,C1,10011,10,10,0,2511,8589,21000000,GREENWICH VILLAGE-CENTRAL
3724,2,2,C1,10011,60,60,0,9001,37999,5343594,GREENWICH VILLAGE-CENTRAL
3726,2A,2,C3,10011,4,4,0,2037,5290,11400000,GREENWICH VILLAGE-CENTRAL
3727,2,2,D9,10012,99,96,3,14012,86746,91500000,GREENWICH VILLAGE-CENTRAL
3729,2,2,D9,10011,20,20,0,5255,16872,27500000,GREENWICH VILLAGE-CENTRAL
3730,2,2,D7,10011,25,24,1,4440,20634,22750000,GREENWICH VILLAGE-CENTRAL
4251,4,4,O3,10003,18,0,18,16740,127143,157500000,GREENWICH VILLAGE-CENTRAL
4255,4,4,K4,10012,2,0,2,6800,34085,56000000,GREENWICH VILLAGE-CENTRAL
4256,4,4,K4,10003,6,5,1,3334,6224,17000000,GREENWICH VILLAGE-CENTRAL
4257,4,4,K4,10003,7,5,2,2270,13230,7400000,GREENWICH VILLAGE-CENTRAL
4259,4,4,K1,10003,4,0,4,2942,2887,13300000,GREENWICH VILLAGE-CENTRAL
4260,4,4,K4,10003,5,4,1,2345,6816,13725000,GREENWICH VILLAGE-CENTRAL
4263,4,4,H8,10012,2,0,2,4570,12385,8242000,GREENWICH VILLAGE-CENTRAL
4279,4,4,P2,10011,3,1,2,2144,4502,10000000,GREENWICH VILLAGE-CENTRAL
4280,4,4,N2,10012,1,0,1,3260,14925,26000000,GREENWICH VILLAGE-CENTRAL
4287,1,1,A4,10014,1,1,0,1892,3358,7235000,GREENWICH VILLAGE-WEST   
4288,1,1,A9,10014,1,1,0,1067,2560,5137500,GREENWICH VILLAGE-WEST   
4290,1,1,A4,10014,1,1,0,720,1496,5300000,GREENWICH VILLAGE-WEST   
4291,1,1,A5,10014,1,1,0,882,2520,6100000,GREENWICH VILLAGE-WEST   
4292,1,1,A9,10014,1,1,0,4226,1400,4500000,GREENWICH VILLAGE-WEST   
4293,1,1,A4,10014,1,1,0,1322,3562,11000000,GREENWICH VILLAGE-WEST   
4294,1,1,A5,10011,1,1,0,2065,6780,15000000,GREENWICH VILLAGE-WEST   
4295,1,1,A5,10014,1,1,0,1044,3000,6000000,GREENWICH VILLAGE-WEST   
4296,1,1,A4,10014,1,1,0,1387,2144,4600000,GREENWICH VILLAGE-WEST   
4297,1,1,A4,10014,1,1,0,2391,4890,25000000,GREENWICH VILLAGE-WEST   
4298,1,1,A4,10014,1,1,0,1487,5200,18140000,GREENWICH VILLAGE-WEST   
4299,1,1,A4,10014,1,1,0,989,3466,11000000,GREENWICH VILLAGE-WEST   
4300,1,1,S1,10014,2,1,1,500,1656,4000000,GREENWICH VILLAGE-WEST   
4301,1,1,A9,10014,1,1,0,711,2844,5925000,GREENWICH VILLAGE-WEST   
4303,1,1,A4,10014,1,1,0,2619,7657,14850000,GREENWICH VILLAGE-WEST   
4305,1,1,A4,10014,1,1,0,1465,5518,17750000,GREENWICH VILLAGE-WEST   
4307,1,1,S1,10014,2,1,1,7397,11889,42500000,GREENWICH VILLAGE-WEST   
4308,1,1,A4,10014,1,1,0,1938,6010,21000000,GREENWICH VILLAGE-WEST   
4309,1,1,B1,10014,2,2,0,2167,4158,12000000,GREENWICH VILLAGE-WEST   
4311,1,1,B1,10014,2,2,0,2100,3780,11250000,GREENWICH VILLAGE-WEST   
4313,1,1,B1,10011,2,2,0,2065,4256,9500000,GREENWICH VILLAGE-WEST   
4318,1,1,B9,10014,2,2,0,1900,2826,16700000,GREENWICH VILLAGE-WEST   
4319,1,1,B9,10014,2,2,0,1900,3852,689661,GREENWICH VILLAGE-WEST   
4320,1,1,B1,10014,2,2,0,2942,6650,10500000,GREENWICH VILLAGE-WEST   
4321,1,1,B3,10014,2,2,0,1140,3120,6520000,GREENWICH VILLAGE-WEST   
4322,1,1,B1,10014,2,2,0,1200,3800,8750000,GREENWICH VILLAGE-WEST   
4323,1,1,B9,10014,2,2,0,1240,2800,6250000,GREENWICH VILLAGE-WEST   
4324,1,1,B9,10014,2,2,0,1240,2800,6250000,GREENWICH VILLAGE-WEST   
4325,1,1,B1,10014,2,2,0,1420,3200,5950000,GREENWICH VILLAGE-WEST   
4326,1,1,B3,10014,2,2,0,1076,2448,6500000,GREENWICH VILLAGE-WEST   
4327,1,1,B9,10014,2,2,0,1938,3312,10050000,GREENWICH VILLAGE-WEST   
4328,1,1,C0,10014,3,3,0,2500,5328,17000000,GREENWICH VILLAGE-WEST   
4329,1,1,C0,10014,3,3,0,1600,4360,6615000,GREENWICH VILLAGE-WEST   
4330,1,1,C0,10014,3,3,0,835,2584,5550000,GREENWICH VILLAGE-WEST   
4331,1,1,C0,10014,3,3,0,1062,3345,5780000,GREENWICH VILLAGE-WEST   
4332,1,1,C0,10014,3,3,0,2996,6750,20890000,GREENWICH VILLAGE-WEST   
4335,2A,2,C2,10014,5,5,0,2167,3381,10200000,GREENWICH VILLAGE-WEST   
4336,2A,2,C5,10014,6,6,0,2100,3792,12200000,GREENWICH VILLAGE-WEST   
4337,2,2,C4,10014,25,24,1,3200,13110,15200000,GREENWICH VILLAGE-WEST   
4338,2,2,C7,10014,14,12,2,3212,14295,24000000,GREENWICH VILLAGE-WEST   
4339,2A,2,C3,10014,4,4,0,2231,6135,9000000,GREENWICH VILLAGE-WEST   
4340,2B,2,C4,10011,10,10,0,5450,9941,19200000,GREENWICH VILLAGE-WEST   
4344,2,2,C5,10011,14,14,0,1372,4789,12126000,GREENWICH VILLAGE-WEST   
4349,2,2,C4,10014,19,16,3,2437,9295,10500000,GREENWICH VILLAGE-WEST   
4351,2,2,C7,10014,24,22,2,2296,11016,9100000,GREENWICH VILLAGE-WEST   
4352,2,2,C4,10014,20,20,0,2407,9530,9300000,GREENWICH VILLAGE-WEST   
4353,2,2,C5,10014,15,15,0,2557,7590,9450000,GREENWICH VILLAGE-WEST   
4354,2A,2,C3,10014,4,4,0,1113,3700,12500000,GREENWICH VILLAGE-WEST   
4355,2A,2,C3,10014,4,4,0,1113,3700,9892500,GREENWICH VILLAGE-WEST   
4358,2,2,C5,10014,12,11,1,2080,4864,9350000,GREENWICH VILLAGE-WEST   
4359,2B,2,C5,10014,7,6,1,956,4020,10175000,GREENWICH VILLAGE-WEST   
4732,2A,2,S9,10011,5,3,2,1610,3900,7000000,GREENWICH VILLAGE-WEST   
4735,2A,2,S3,10014,4,3,1,934,3160,725000,GREENWICH VILLAGE-WEST   
4736,2B,2,S5,10014,7,6,1,1720,6160,6600000,GREENWICH VILLAGE-WEST   
4801,4,4,O9,10014,3,0,3,2450,6955,11319727,GREENWICH VILLAGE-WEST   
4802,4,4,O1,10014,2,0,2,10325,41890,190031704,GREENWICH VILLAGE-WEST   
4803,4,4,K2,10014,3,0,3,1875,3483,7000000,GREENWICH VILLAGE-WEST   
4806,4,4,K2,10014,2,0,2,8200,9428,37215188,GREENWICH VILLAGE-WEST   
4810,4,4,K9,10011,2,0,2,1025,2880,4500000,GREENWICH VILLAGE-WEST   
4811,4,4,K1,10011,4,0,4,2910,3075,17000000,GREENWICH VILLAGE-WEST   
